ID_Pedido,Data_Pedido,Produto,Categoria,UF,Estado,Regiao,Canal_Venda,Status_Pedido,Quantidade,Preco_Unitario,Desconto,Frete,Valor_Total
773,2024-04-23,Sandália Havaianas,Calçados,MT,Mato Grosso,Centro-Oeste,Marketplace,Devolvido,2,64.33,0.1,27.73,115.79
774,2023-11-28,Livro Clean Code,Livros,ES,Espírito Santo,Sudeste,Site,Cancelado,3,93.71,0.1,56.73,253.02
775,2023-09-29,Calça Jeans Masculina,Vestuário,MG,Minas Gerais,Sudeste,Site,Entregue,1,122.85,0.05,14.2,116.71
776,2023-05-28,Fone Bluetooth JBL,Eletrônicos,PE,Pernambuco,Nordeste,Site,Cancelado,2,300.67,0.03,44.44,583.3
777,2023-04-16,Aspirador Philco,Casa e Cozinha,PA,Pará,Norte,App Mobile,Entregue,5,353.69,0.14,60.08,1520.87
778,2024-10-30,Smartphone Samsung Galaxy,Eletrônicos,RJ,Rio de Janeiro,Sudeste,Site,Devolvido,3,1357.5,0.0,44.84,4072.5
779,2023-01-04,Livro Clean Code,Livros,SP,São Paulo,Sudeste,Site,Cancelado,3,79.82,0.05,37.39,227.49
780,2023-03-13,Aspirador Philco,Casa e Cozinha,AM,Amazonas,Norte,App Mobile,Cancelado,4,332.75,0.11,66.86,1184.59
781,2023-12-08,Aspirador Philco,Casa e Cozinha,RS,Rio Grande do Sul,Sul,Site,Cancelado,4,308.02,0.08,79.41,1133.51
782,2024-04-15,Livro Clean Code,Livros,PR,Paraná,Sul,App Mobile,Entregue,1,84.63,0.13,33.8,73.63
783,2023-11-03,Multivitamínico,Suplementos,PA,Pará,Norte,App Mobile,Entregue,2,88.88,0.15,56.25,151.1
784,2023-05-24,Whey Protein 1kg,Suplementos,BA,Bahia,Nordeste,Site,Entregue,4,139.31,0.09,61.47,507.09
785,2023-11-12,Smartphone Samsung Galaxy,Eletrônicos,RS,Rio Grande do Sul,Sul,Site,Devolvido,2,1263.9,0.01,47.84,2502.52
786,2024-02-20,Panela de Pressão Tramontina,Casa e Cozinha,CE,Ceará,Nordeste,App Mobile,Entregue,1,177.52,0.05,60.47,168.64
787,2024-08-16,Notebook Dell Inspiron,Eletrônicos,RS,Rio Grande do Sul,Sul,Marketplace,Devolvido,4,3796.49,0.13,47.56,13211.79
788,2024-09-25,Camiseta Básica,Vestuário,ES,Espírito Santo,Sudeste,Site,Entregue,2,48.51,0.0,73.5,97.02
789,2023-04-10,Smartphone Samsung Galaxy,Eletrônicos,RS,Rio Grande do Sul,Sul,Marketplace,Entregue,1,1160.89,0.01,31.51,1149.28
790,2024-09-22,Panela de Pressão Tramontina,Casa e Cozinha,GO,Goiás,Centro-Oeste,Site,Devolvido,1,200.24,0.02,44.8,196.24
791,2023-11-29,Camiseta Básica,Vestuário,RJ,Rio de Janeiro,Sudeste,Site,Cancelado,3,52.54,0.15,57.49,133.98
792,2023-02-16,Notebook Dell Inspiron,Eletrônicos,MT,Mato Grosso,Centro-Oeste,Marketplace,Devolvido,2,3255.46,0.14,24.93,5599.39
793,2024-01-14,Livro Python para Iniciantes,Livros,MG,Minas Gerais,Sudeste,App Mobile,Entregue,1,73.39,0.11,21.76,65.32
794,2024-09-19,Aspirador Philco,Casa e Cozinha,MG,Minas Gerais,Sudeste,App Mobile,Entregue,5,300.98,0.01,69.32,1489.85
795,2024-12-24,Sandália Havaianas,Calçados,PA,Pará,Norte,Site,Entregue,4,52.12,0.0,74.83,208.48
796,2024-06-19,Livro Clean Code,Livros,GO,Goiás,Centro-Oeste,App Mobile,Cancelado,4,91.98,0.03,54.79,356.88
797,2024-09-18,Panela de Pressão Tramontina,Casa e Cozinha,BA,Bahia,Nordeste,Site,Entregue,5,194.25,0.09,60.2,883.84
798,2024-06-26,Notebook Dell Inspiron,Eletrônicos,MT,Mato Grosso,Centro-Oeste,App Mobile,Entregue,4,2978.15,0.04,18.23,11436.1
799,2023-10-11,Notebook Dell Inspiron,Eletrônicos,GO,Goiás,Centro-Oeste,App Mobile,Devolvido,5,3165.96,0.12,56.15,13930.22
800,2023-02-25,Smartphone Samsung Galaxy,Eletrônicos,RS,Rio Grande do Sul,Sul,Site,Entregue,4,1266.59,0.02,74.59,4965.03
801,2024-04-09,Livro Clean Code,Livros,SC,Santa Catarina,Sul,App Mobile,Entregue,4,82.06,0.09,72.31,298.7
802,2023-04-29,Smartphone Samsung Galaxy,Eletrônicos,RJ,Rio de Janeiro,Sudeste,Marketplace,Entregue,5,1162.07,0.12,43.95,5113.11
803,2023-11-30,Notebook Dell Inspiron,Eletrônicos,ES,Espírito Santo,Sudeste,Site,Cancelado,5,3481.3,0.06,62.3,16362.11
804,2024-01-20,Camiseta Básica,Vestuário,PA,Pará,Norte,Site,Entregue,2,43.64,0.11,70.89,77.68
805,2024-09-16,Teclado Mecânico,Eletrônicos,RS,Rio Grande do Sul,Sul,Site,Cancelado,5,378.63,0.13,20.15,1647.04
806,2023-10-04,Panela de Pressão Tramontina,Casa e Cozinha,MG,Minas Gerais,Sudeste,App Mobile,Entregue,2,183.15,0.03,35.1,355.31
807,2024-04-14,Camiseta Básica,Vestuário,SC,Santa Catarina,Sul,Site,Entregue,5,43.16,0.02,69.62,211.48
808,2024-09-18,Sandália Havaianas,Calçados,MG,Minas Gerais,Sudeste,App Mobile,Entregue,3,59.95,0.12,54.66,158.27
809,2023-08-10,Teclado Mecânico,Eletrônicos,MG,Minas Gerais,Sudeste,Marketplace,Devolvido,2,339.84,0.13,44.24,591.32
810,2023-12-02,Livro Python para Iniciantes,Livros,PE,Pernambuco,Nordeste,App Mobile,Entregue,1,82.5,0.11,27.27,73.42
811,2023-02-15,Sandália Havaianas,Calçados,GO,Goiás,Centro-Oeste,Site,Devolvido,2,64.6,0.13,39.24,112.4
812,2024-12-14,Smartphone Samsung Galaxy,Eletrônicos,PE,Pernambuco,Nordeste,Marketplace,Devolvido,1,1243.26,0.06,66.68,1168.66
813,2024-02-21,Mouse Gamer Logitech,Eletrônicos,RJ,Rio de Janeiro,Sudeste,App Mobile,Cancelado,2,174.07,0.11,58.52,309.84
814,2023-11-09,Camiseta Básica,Vestuário,MG,Minas Gerais,Sudeste,App Mobile,Entregue,2,50.49,0.01,43.58,99.97
815,2024-12-21,Fone Bluetooth JBL,Eletrônicos,AM,Amazonas,Norte,App Mobile,Devolvido,5,256.75,0.07,64.03,1193.89
816,2023-12-07,Sandália Havaianas,Calçados,MG,Minas Gerais,Sudeste,App Mobile,Cancelado,1,63.8,0.01,72.54,63.16
817,2023-08-01,Aspirador Philco,Casa e Cozinha,SP,São Paulo,Sudeste,App Mobile,Cancelado,3,358.48,0.09,50.27,978.65
818,2024-11-21,Multivitamínico,Suplementos,MT,Mato Grosso,Centro-Oeste,Site,Devolvido,3,92.95,0.01,76.17,276.06
819,2023-06-29,Tênis Nike Air Max,Calçados,ES,Espírito Santo,Sudeste,Site,Entregue,4,423.53,0.09,35.59,1541.65
820,2023-09-02,Livro Clean Code,Livros,CE,Ceará,Nordeste,Marketplace,Entregue,5,92.36,0.03,78.69,447.95
821,2023-08-19,Aspirador Philco,Casa e Cozinha,RJ,Rio de Janeiro,Sudeste,Marketplace,Cancelado,5,373.62,0.11,62.72,1662.61
822,2024-05-12,Tênis Nike Air Max,Calçados,SC,Santa Catarina,Sul,App Mobile,Devolvido,4,413.59,0.01,34.17,1637.82
823,2024-09-27,Aspirador Philco,Casa e Cozinha,CE,Ceará,Nordeste,Site,Cancelado,5,356.75,0.08,30.46,1641.05
824,2023-07-03,Tênis Nike Air Max,Calçados,PA,Pará,Norte,Marketplace,Entregue,2,482.73,0.07,15.61,897.88
825,2023-07-29,Calça Jeans Masculina,Vestuário,RJ,Rio de Janeiro,Sudeste,Site,Entregue,3,114.05,0.02,20.53,335.31
826,2023-12-22,Aspirador Philco,Casa e Cozinha,MT,Mato Grosso,Centro-Oeste,Site,Entregue,4,382.23,0.08,19.24,1406.61
827,2024-06-16,Sandália Havaianas,Calçados,PE,Pernambuco,Nordeste,Marketplace,Entregue,3,53.75,0.0,66.14,161.25
828,2024-11-12,Livro Clean Code,Livros,SC,Santa Catarina,Sul,App Mobile,Devolvido,3,91.15,0.12,44.03,240.64
829,2023-06-25,Whey Protein 1kg,Suplementos,CE,Ceará,Nordeste,Marketplace,Cancelado,4,148.07,0.02,65.25,580.43
830,2023-12-28,Multivitamínico,Suplementos,PR,Paraná,Sul,Site,Cancelado,3,98.23,0.12,13.31,259.33
831,2024-12-26,Calça Jeans Masculina,Vestuário,PE,Pernambuco,Nordeste,Site,Devolvido,2,133.53,0.04,78.12,256.38
832,2023-05-10,Whey Protein 1kg,Suplementos,ES,Espírito Santo,Sudeste,Marketplace,Entregue,2,145.43,0.01,32.16,287.95
833,2023-12-19,Panela de Pressão Tramontina,Casa e Cozinha,PR,Paraná,Sul,App Mobile,Entregue,2,188.12,0.01,32.19,372.48
834,2024-05-26,Fone Bluetooth JBL,Eletrônicos,SC,Santa Catarina,Sul,App Mobile,Devolvido,2,294.92,0.02,11.74,578.04
835,2023-12-06,Multivitamínico,Suplementos,MG,Minas Gerais,Sudeste,App Mobile,Entregue,2,76.51,0.11,78.29,136.19
836,2024-11-13,Livro Clean Code,Livros,AM,Amazonas,Norte,App Mobile,Cancelado,3,98.21,0.11,79.58,262.22
837,2023-05-23,Fone Bluetooth JBL,Eletrônicos,PA,Pará,Norte,Marketplace,Cancelado,3,306.58,0.11,73.01,818.57
838,2023-04-05,Livro Clean Code,Livros,CE,Ceará,Nordeste,Site,Entregue,1,85.44,0.13,41.22,74.33
839,2023-07-20,Tênis Nike Air Max,Calçados,SP,São Paulo,Sudeste,Marketplace,Entregue,5,441.63,0.12,63.7,1943.17
840,2024-09-09,Smartphone Samsung Galaxy,Eletrônicos,RJ,Rio de Janeiro,Sudeste,Marketplace,Cancelado,1,1422.04,0.06,44.33,1336.72
841,2024-01-17,Livro Python para Iniciantes,Livros,CE,Ceará,Nordeste,Site,Entregue,4,70.87,0.13,35.87,246.63
842,2024-03-30,Smartphone Samsung Galaxy,Eletrônicos,PR,Paraná,Sul,App Mobile,Entregue,3,1422.59,0.13,16.13,3712.96
843,2024-02-29,Whey Protein 1kg,Suplementos,BA,Bahia,Nordeste,App Mobile,Entregue,2,168.12,0.15,39.67,285.8
844,2024-06-21,Fone Bluetooth JBL,Eletrônicos,DF,Distrito Federal,Centro-Oeste,Marketplace,Devolvido,1,265.68,0.05,79.19,252.4
845,2023-06-29,Tênis Nike Air Max,Calçados,RJ,Rio de Janeiro,Sudeste,Marketplace,Cancelado,1,383.16,0.1,29.13,344.84
846,2024-05-17,Aspirador Philco,Casa e Cozinha,PE,Pernambuco,Nordeste,Marketplace,Devolvido,2,314.85,0.12,30.26,554.14
847,2023-01-03,Smartphone Samsung Galaxy,Eletrônicos,DF,Distrito Federal,Centro-Oeste,App Mobile,Devolvido,3,1265.49,0.11,25.72,3378.86
848,2024-05-18,Fone Bluetooth JBL,Eletrônicos,PR,Paraná,Sul,App Mobile,Cancelado,1,303.93,0.13,39.2,264.42
849,2023-03-10,Teclado Mecânico,Eletrônicos,AM,Amazonas,Norte,Marketplace,Entregue,1,343.05,0.04,79.6,329.33
850,2024-05-02,Livro Python para Iniciantes,Livros,AM,Amazonas,Norte,App Mobile,Devolvido,4,79.21,0.13,53.96,275.65
851,2024-08-18,Whey Protein 1kg,Suplementos,DF,Distrito Federal,Centro-Oeste,Site,Entregue,5,165.21,0.0,28.17,826.05
852,2024-10-13,Smartphone Samsung Galaxy,Eletrônicos,MG,Minas Gerais,Sudeste,App Mobile,Cancelado,2,1221.06,0.01,35.28,2417.7
853,2024-10-05,Teclado Mecânico,Eletrônicos,SC,Santa Catarina,Sul,Site,Entregue,3,383.04,0.14,45.97,988.24
854,2024-12-02,Fone Bluetooth JBL,Eletrônicos,PA,Pará,Norte,Site,Devolvido,2,295.68,0.13,67.88,514.48
855,2023-05-21,Multivitamínico,Suplementos,PR,Paraná,Sul,App Mobile,Entregue,1,88.43,0.05,20.06,84.01
856,2023-06-08,Aspirador Philco,Casa e Cozinha,PR,Paraná,Sul,App Mobile,Cancelado,4,327.18,0.14,17.17,1125.5
857,2024-12-30,Aspirador Philco,Casa e Cozinha,RS,Rio Grande do Sul,Sul,Site,Devolvido,5,357.74,0.14,69.22,1538.28
858,2023-01-18,Aspirador Philco,Casa e Cozinha,AM,Amazonas,Norte,Site,Cancelado,4,377.54,0.02,19.19,1479.96
859,2023-12-17,Panela de Pressão Tramontina,Casa e Cozinha,SC,Santa Catarina,Sul,App Mobile,Entregue,2,200.2,0.13,51.84,348.35
860,2023-08-21,Fone Bluetooth JBL,Eletrônicos,AM,Amazonas,Norte,App Mobile,Entregue,1,271.59,0.13,19.97,236.28
861,2023-01-20,Calça Jeans Masculina,Vestuário,MG,Minas Gerais,Sudeste,Site,Entregue,1,124.21,0.11,17.82,110.55
862,2023-03-02,Multivitamínico,Suplementos,PE,Pernambuco,Nordeste,App Mobile,Entregue,2,78.84,0.12,45.94,138.76
863,2023-05-07,Panela de Pressão Tramontina,Casa e Cozinha,RJ,Rio de Janeiro,Sudeste,App Mobile,Entregue,1,175.74,0.0,16.76,175.74
864,2023-10-12,Teclado Mecânico,Eletrônicos,GO,Goiás,Centro-Oeste,Site,Devolvido,2,349.43,0.05,16.35,663.92
865,2023-03-11,Livro Python para Iniciantes,Livros,SC,Santa Catarina,Sul,App Mobile,Entregue,5,83.51,0.09,45.34,379.97
866,2024-07-04,Notebook Dell Inspiron,Eletrônicos,DF,Distrito Federal,Centro-Oeste,Marketplace,Entregue,5,3163.97,0.03,29.73,15345.25
867,2023-07-09,Smartphone Samsung Galaxy,Eletrônicos,AM,Amazonas,Norte,Site,Entregue,5,1381.57,0.07,58.87,6424.3
868,2024-02-22,Panela de Pressão Tramontina,Casa e Cozinha,MT,Mato Grosso,Centro-Oeste,Site,Entregue,3,208.0,0.06,46.0,586.56
869,2024-12-22,Notebook Dell Inspiron,Eletrônicos,PA,Pará,Norte,App Mobile,Entregue,4,3070.65,0.02,63.36,12036.95
870,2024-09-06,Calça Jeans Masculina,Vestuário,CE,Ceará,Nordeste,Marketplace,Entregue,1,121.07,0.02,29.85,118.65
871,2023-07-13,Whey Protein 1kg,Suplementos,PR,Paraná,Sul,Marketplace,Cancelado,2,158.06,0.04,69.88,303.48
872,2024-02-10,Mouse Gamer Logitech,Eletrônicos,RJ,Rio de Janeiro,Sudeste,App Mobile,Entregue,2,170.55,0.1,57.05,306.99
873,2023-04-15,Panela de Pressão Tramontina,Casa e Cozinha,CE,Ceará,Nordeste,Marketplace,Entregue,1,168.22,0.06,51.34,158.13
874,2024-02-18,Whey Protein 1kg,Suplementos,ES,Espírito Santo,Sudeste,Site,Entregue,3,174.9,0.05,51.65,498.47
875,2024-10-21,Notebook Dell Inspiron,Eletrônicos,RS,Rio Grande do Sul,Sul,App Mobile,Cancelado,3,3643.17,0.11,51.56,9727.26
876,2024-04-10,Sandália Havaianas,Calçados,SC,Santa Catarina,Sul,App Mobile,Devolvido,4,65.7,0.08,20.32,241.78
877,2023-02-24,Notebook Dell Inspiron,Eletrônicos,RJ,Rio de Janeiro,Sudeste,App Mobile,Cancelado,4,3176.06,0.14,12.08,10925.65
878,2024-09-28,Mouse Gamer Logitech,Eletrônicos,RJ,Rio de Janeiro,Sudeste,App Mobile,Entregue,2,189.04,0.1,20.69,340.27
879,2024-05-17,Livro Python para Iniciantes,Livros,RJ,Rio de Janeiro,Sudeste,Site,Devolvido,4,83.75,0.03,56.35,324.95
880,2024-03-16,Aspirador Philco,Casa e Cozinha,PR,Paraná,Sul,Marketplace,Entregue,5,345.23,0.14,12.21,1484.49
881,2023-02-03,Teclado Mecânico,Eletrônicos,ES,Espírito Santo,Sudeste,Site,Cancelado,4,362.08,0.06,42.18,1361.42
882,2024-05-14,Fone Bluetooth JBL,Eletrônicos,CE,Ceará,Nordeste,Marketplace,Entregue,2,291.76,0.02,60.1,571.85
883,2023-06-10,Multivitamínico,Suplementos,RJ,Rio de Janeiro,Sudeste,Marketplace,Cancelado,5,91.82,0.09,43.31,417.78
884,2023-10-19,Aspirador Philco,Casa e Cozinha,SP,São Paulo,Sudeste,App Mobile,Entregue,4,349.12,0.06,57.35,1312.69
885,2024-08-20,Tênis Nike Air Max,Calçados,SP,São Paulo,Sudeste,Site,Devolvido,1,396.83,0.05,66.67,376.99
886,2023-12-26,Smartphone Samsung Galaxy,Eletrônicos,PA,Pará,Norte,Marketplace,Entregue,4,1136.55,0.05,35.02,4318.89
887,2023-03-09,Smartphone Samsung Galaxy,Eletrônicos,MT,Mato Grosso,Centro-Oeste,Site,Entregue,2,1315.53,0.09,73.73,2394.26
888,2024-03-08,Mouse Gamer Logitech,Eletrônicos,PR,Paraná,Sul,Site,Entregue,2,170.9,0.05,42.26,324.71
889,2024-01-22,Livro Python para Iniciantes,Livros,CE,Ceará,Nordeste,App Mobile,Entregue,1,81.82,0.09,79.0,74.46
890,2023-12-11,Livro Python para Iniciantes,Livros,BA,Bahia,Nordeste,App Mobile,Devolvido,1,84.06,0.02,57.26,82.38
891,2024-05-23,Panela de Pressão Tramontina,Casa e Cozinha,CE,Ceará,Nordeste,Marketplace,Entregue,2,190.6,0.05,40.52,362.14
892,2024-02-16,Livro Clean Code,Livros,DF,Distrito Federal,Centro-Oeste,Site,Devolvido,2,82.87,0.01,79.74,164.08
893,2024-06-27,Multivitamínico,Suplementos,RS,Rio Grande do Sul,Sul,Marketplace,Entregue,5,78.54,0.05,14.71,373.06
894,2024-03-19,Panela de Pressão Tramontina,Casa e Cozinha,BA,Bahia,Nordeste,Site,Entregue,1,192.35,0.05,66.29,182.73
895,2024-07-14,Livro Clean Code,Livros,CE,Ceará,Nordeste,App Mobile,Entregue,4,85.46,0.09,41.73,311.07
896,2024-04-23,Fone Bluetooth JBL,Eletrônicos,ES,Espírito Santo,Sudeste,Site,Devolvido,2,298.16,0.03,77.35,578.43
897,2024-10-03,Calça Jeans Masculina,Vestuário,ES,Espírito Santo,Sudeste,Marketplace,Devolvido,5,138.11,0.14,75.42,593.87
898,2023-11-04,Smartphone Samsung Galaxy,Eletrônicos,CE,Ceará,Nordeste,Site,Entregue,4,1152.93,0.02,57.97,4519.49
899,2023-10-21,Mouse Gamer Logitech,Eletrônicos,BA,Bahia,Nordeste,App Mobile,Entregue,1,201.6,0.13,28.69,175.39
900,2023-09-09,Livro Clean Code,Livros,MG,Minas Gerais,Sudeste,App Mobile,Devolvido,2,85.54,0.02,23.43,167.66
901,2023-02-07,Multivitamínico,Suplementos,DF,Distrito Federal,Centro-Oeste,App Mobile,Cancelado,4,89.0,0.07,55.28,331.08
902,2023-06-30,Camiseta Básica,Vestuário,MG,Minas Gerais,Sudeste,App Mobile,Entregue,1,45.64,0.12,56.11,40.16
903,2023-11-02,Livro Clean Code,Livros,DF,Distrito Federal,Centro-Oeste,Site,Cancelado,1,77.66,0.13,31.97,67.56
904,2023-08-30,Mouse Gamer Logitech,Eletrônicos,RJ,Rio de Janeiro,Sudeste,App Mobile,Entregue,1,189.75,0.13,68.99,165.08
905,2024-06-21,Notebook Dell Inspiron,Eletrônicos,GO,Goiás,Centro-Oeste,Marketplace,Devolvido,1,3430.73,0.12,76.48,3019.04
906,2024-08-21,Calça Jeans Masculina,Vestuário,PE,Pernambuco,Nordeste,Site,Entregue,5,114.39,0.12,33.05,503.32
907,2023-10-09,Whey Protein 1kg,Suplementos,BA,Bahia,Nordeste,Marketplace,Entregue,4,144.63,0.02,24.99,566.95
908,2023-11-21,Panela de Pressão Tramontina,Casa e Cozinha,BA,Bahia,Nordeste,App Mobile,Devolvido,1,184.69,0.06,76.41,173.61
909,2024-01-12,Aspirador Philco,Casa e Cozinha,BA,Bahia,Nordeste,App Mobile,Entregue,3,374.34,0.14,35.41,965.8
910,2024-12-08,Mouse Gamer Logitech,Eletrônicos,PR,Paraná,Sul,Site,Devolvido,1,211.97,0.1,75.86,190.77
911,2024-01-07,Teclado Mecânico,Eletrônicos,PA,Pará,Norte,Marketplace,Entregue,3,385.29,0.05,77.09,1098.08
912,2024-02-07,Teclado Mecânico,Eletrônicos,PA,Pará,Norte,Marketplace,Entregue,5,415.92,0.13,37.19,1809.25
913,2023-06-14,Teclado Mecânico,Eletrônicos,ES,Espírito Santo,Sudeste,App Mobile,Entregue,1,422.68,0.11,30.82,376.19
914,2024-05-18,Teclado Mecânico,Eletrônicos,PE,Pernambuco,Nordeste,Marketplace,Entregue,4,408.35,0.04,15.61,1568.06
915,2024-12-16,Panela de Pressão Tramontina,Casa e Cozinha,AM,Amazonas,Norte,App Mobile,Entregue,4,203.04,0.12,67.71,714.7
916,2024-04-09,Calça Jeans Masculina,Vestuário,CE,Ceará,Nordeste,Site,Entregue,4,129.97,0.12,61.64,457.49
917,2024-10-05,Whey Protein 1kg,Suplementos,SP,São Paulo,Sudeste,Site,Entregue,4,167.54,0.02,38.05,656.76
918,2024-10-26,Calça Jeans Masculina,Vestuário,SC,Santa Catarina,Sul,Marketplace,Entregue,1,115.54,0.08,77.88,106.3
919,2023-06-27,Multivitamínico,Suplementos,MG,Minas Gerais,Sudeste,Marketplace,Cancelado,3,86.56,0.13,19.35,225.92
920,2024-01-22,Livro Clean Code,Livros,GO,Goiás,Centro-Oeste,App Mobile,Entregue,2,78.31,0.06,37.54,147.22
921,2024-10-03,Mouse Gamer Logitech,Eletrônicos,ES,Espírito Santo,Sudeste,Marketplace,Entregue,1,217.3,0.14,55.3,186.88
922,2024-09-24,Camiseta Básica,Vestuário,ES,Espírito Santo,Sudeste,Site,Cancelado,2,45.68,0.13,13.48,79.48
923,2023-01-15,Sandália Havaianas,Calçados,GO,Goiás,Centro-Oeste,App Mobile,Entregue,1,65.26,0.03,49.71,63.3
924,2023-09-30,Whey Protein 1kg,Suplementos,CE,Ceará,Nordeste,App Mobile,Cancelado,4,140.65,0.11,23.34,500.71
925,2023-10-17,Calça Jeans Masculina,Vestuário,AM,Amazonas,Norte,App Mobile,Cancelado,2,124.42,0.03,25.09,241.37
926,2023-09-26,Whey Protein 1kg,Suplementos,MT,Mato Grosso,Centro-Oeste,Site,Cancelado,2,152.25,0.02,30.31,298.41
927,2024-04-25,Camiseta Básica,Vestuário,GO,Goiás,Centro-Oeste,App Mobile,Entregue,3,49.69,0.1,16.0,134.16
928,2023-09-20,Fone Bluetooth JBL,Eletrônicos,DF,Distrito Federal,Centro-Oeste,App Mobile,Cancelado,2,308.4,0.11,61.53,548.95
929,2024-09-12,Notebook Dell Inspiron,Eletrônicos,RJ,Rio de Janeiro,Sudeste,Marketplace,Entregue,1,3265.32,0.04,73.58,3134.71
930,2024-02-09,Livro Clean Code,Livros,PA,Pará,Norte,Marketplace,Entregue,1,82.12,0.09,31.18,74.73
931,2023-12-14,Livro Clean Code,Livros,SC,Santa Catarina,Sul,Site,Devolvido,1,89.46,0.04,45.26,85.88
932,2023-11-17,Teclado Mecânico,Eletrônicos,PE,Pernambuco,Nordeste,Site,Entregue,3,400.65,0.06,28.23,1129.83
933,2024-09-19,Smartphone Samsung Galaxy,Eletrônicos,MG,Minas Gerais,Sudeste,App Mobile,Entregue,3,1405.92,0.04,71.39,4049.05
934,2024-05-18,Mouse Gamer Logitech,Eletrônicos,PA,Pará,Norte,App Mobile,Devolvido,3,191.69,0.02,61.58,563.57
935,2024-04-26,Multivitamínico,Suplementos,MG,Minas Gerais,Sudeste,Marketplace,Cancelado,1,80.66,0.01,22.82,79.85
936,2024-03-28,Calça Jeans Masculina,Vestuário,MG,Minas Gerais,Sudeste,Marketplace,Cancelado,4,114.18,0.13,44.64,397.35
937,2023-05-07,Tênis Nike Air Max,Calçados,AM,Amazonas,Norte,Marketplace,Cancelado,4,437.86,0.13,70.68,1523.75
938,2024-07-30,Tênis Nike Air Max,Calçados,RJ,Rio de Janeiro,Sudeste,Site,Entregue,2,476.33,0.11,67.58,847.87
939,2023-07-04,Teclado Mecânico,Eletrônicos,MT,Mato Grosso,Centro-Oeste,Marketplace,Entregue,5,428.7,0.0,63.68,2143.5
940,2024-11-28,Sandália Havaianas,Calçados,ES,Espírito Santo,Sudeste,Site,Entregue,4,61.05,0.13,11.82,212.45
941,2023-01-30,Livro Clean Code,Livros,RJ,Rio de Janeiro,Sudeste,App Mobile,Entregue,5,97.3,0.02,32.65,476.77
942,2023-12-04,Notebook Dell Inspiron,Eletrônicos,PE,Pernambuco,Nordeste,Marketplace,Cancelado,4,3523.81,0.04,56.06,13531.43
943,2024-08-05,Smartphone Samsung Galaxy,Eletrônicos,MT,Mato Grosso,Centro-Oeste,Marketplace,Cancelado,3,1412.8,0.15,73.48,3602.64
944,2024-09-08,Fone Bluetooth JBL,Eletrônicos,RS,Rio Grande do Sul,Sul,Site,Entregue,3,314.76,0.11,48.3,840.41
945,2023-01-22,Sandália Havaianas,Calçados,RJ,Rio de Janeiro,Sudeste,App Mobile,Entregue,2,54.51,0.12,37.92,95.94
946,2023-05-04,Mouse Gamer Logitech,Eletrônicos,RS,Rio Grande do Sul,Sul,Site,Cancelado,4,184.15,0.11,55.78,655.57
947,2024-06-08,Calça Jeans Masculina,Vestuário,PE,Pernambuco,Nordeste,App Mobile,Entregue,5,114.68,0.1,68.24,516.06
948,2024-03-08,Camiseta Básica,Vestuário,PE,Pernambuco,Nordeste,App Mobile,Cancelado,4,45.76,0.09,16.32,166.57
949,2024-04-19,Multivitamínico,Suplementos,SC,Santa Catarina,Sul,Marketplace,Entregue,4,90.59,0.01,45.93,358.74
950,2024-04-24,Livro Clean Code,Livros,RS,Rio Grande do Sul,Sul,Marketplace,Entregue,4,88.27,0.1,15.88,317.77
951,2023-09-12,Sandália Havaianas,Calçados,RJ,Rio de Janeiro,Sudeste,App Mobile,Entregue,2,65.65,0.1,31.03,118.17
952,2024-06-06,Aspirador Philco,Casa e Cozinha,BA,Bahia,Nordeste,App Mobile,Devolvido,1,345.61,0.14,45.94,297.22
953,2024-05-30,Sandália Havaianas,Calçados,BA,Bahia,Nordeste,Site,Cancelado,5,63.09,0.05,50.99,299.68
954,2024-03-02,Smartphone Samsung Galaxy,Eletrônicos,RJ,Rio de Janeiro,Sudeste,Marketplace,Cancelado,2,1360.4,0.13,13.17,2367.1
955,2023-09-29,Teclado Mecânico,Eletrônicos,AM,Amazonas,Norte,App Mobile,Entregue,5,402.0,0.11,41.5,1788.9
956,2024-11-20,Tênis Nike Air Max,Calçados,ES,Espírito Santo,Sudeste,Site,Entregue,2,391.21,0.15,28.15,665.06
957,2024-04-16,Notebook Dell Inspiron,Eletrônicos,BA,Bahia,Nordeste,Marketplace,Entregue,1,3319.62,0.0,55.91,3319.62
958,2024-12-08,Whey Protein 1kg,Suplementos,BA,Bahia,Nordeste,Marketplace,Devolvido,4,148.02,0.12,53.17,521.03
959,2023-01-17,Livro Clean Code,Livros,AM,Amazonas,Norte,Marketplace,Cancelado,3,78.38,0.02,23.36,230.44
960,2024-10-03,Whey Protein 1kg,Suplementos,RS,Rio Grande do Sul,Sul,Site,Entregue,4,161.84,0.1,40.51,582.62
961,2023-01-23,Mouse Gamer Logitech,Eletrônicos,PA,Pará,Norte,Marketplace,Entregue,1,184.95,0.07,43.18,172.0
962,2023-07-26,Notebook Dell Inspiron,Eletrônicos,MG,Minas Gerais,Sudeste,Site,Cancelado,4,3386.59,0.13,50.97,11785.33
963,2024-03-01,Calça Jeans Masculina,Vestuário,GO,Goiás,Centro-Oeste,App Mobile,Entregue,3,110.67,0.09,59.92,302.13
964,2024-02-14,Mouse Gamer Logitech,Eletrônicos,PE,Pernambuco,Nordeste,Marketplace,Devolvido,5,206.45,0.15,12.59,877.41
